CustomerID,Gender,Senior_Citizen,Partner,Dependents,Tenure,Service_type,Multiple_Lines,Internet_Service_type,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Number_of_Referrals,Offer,Avg_Monthly_Long_Distance_Charges,Avg_Monthly_GB_Download,Upgraded_to_Unlimited_Data,Total_Long_Distance_Charges,Total_Revenue,Churn
1057-FOGLZ,Female,0,No,No,18,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-Month,No,Mailed check,19.65,391.7,0,Offer D,18.2,0,Phone customers,327.6,719.3,No
1060-ENTOF,Female,1,Yes,No,67,Phone Service,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit card (automatic),105.4,7035.6,3,No,2.67,25,Yes,178.89,7214.49,No
1061-PNTHC,Female,0,Yes,Yes,56,Phone Service,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed check,109.6,5953,5,Offer B,13.94,11,Yes,780.64,6733.64,No
1062-LHZOD,Male,0,Yes,Yes,1,Phone Service,No,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Yes,Mailed check,69.9,69.9,0,No,4.99,28,Yes,4.99,74.89,Yes
1063-DHQJF,Male,0,Yes,Yes,69,Phone Service,No,Fiber Optic,No,Yes,No,Yes,Yes,No,Two Year,Yes,Mailed check,92.15,6480.9,2,Offer A,20.32,56,Yes,1402.08,7882.98,No
1064-FBXNK,Male,0,Yes,Yes,1,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,No,Credit card (automatic),19.85,19.85,5,No,47.46,0,Phone customers,47.46,67.31,No
1066-JKSGK,Male,0,No,No,1,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-Month,No,Mailed check,20.15,20.15,0,No,33.58,0,Phone customers,33.58,53.73,Yes
1069-QJOEE,Male,0,Yes,Yes,25,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,No,Electronic check,19.9,505.45,0,No,18.87,0,Phone customers,471.75,977.2,No
1069-XAIEM,Female,1,No,No,1,Phone Service,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Electronic check,85.05,85.05,0,No,16.37,7,Yes,16.37,101.42,Yes
1073-XXCZD,Male,0,Yes,No,55,Phone Service,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,No,Bank transfer (automatic),25.7,1443.65,1,No,12.21,0,Phone customers,671.55,2115.2,No
1074-AMIOH,Female,0,Yes,Yes,53,Phone Service,No,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank transfer (automatic),108.25,5935.1,1,No,43.39,29,Yes,2299.67,8234.77,No
1074-WVEVG,Female,0,Yes,No,59,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,No,Mailed check,20.35,1267,6,No,31.43,0,Phone customers,1854.37,3121.37,No
1075-BGWOH,Male,1,Yes,No,16,Phone Service,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Electronic check,98.75,1587.55,1,No,15.16,7,Yes,242.56,1830.11,Yes
1077-HUUJM,Female,0,No,Yes,7,Phone Service,No,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Yes,Electronic check,71.05,472.65,0,Offer E,28.5,13,No,199.5,682.15,No
1078-TDCRN,Female,1,Yes,No,3,Internet Service,No phone service,DSL,No,Yes,No,No,No,No,Month-to-Month,Yes,Electronic check,30.75,82.85,7,No,0,3,Yes,0,82.85,No
1080-BWSYE,Male,1,Yes,No,64,Phone Service,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,No,Credit card (automatic),25.65,1740.8,0,No,29.43,0,Phone customers,1883.52,3624.32,No
1084-MNSMJ,Female,0,Yes,Yes,51,Phone Service,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit card (automatic),85.5,4421.95,10,Offer B,33.93,13,Yes,1730.43,6152.38,No
1084-UQCHV,Male,0,No,Yes,1,Phone Service,No,Fiber Optic,No,No,No,No,No,No,Month-to-Month,No,Bank transfer (automatic),69.75,69.75,0,Offer E,27.97,18,Yes,27.97,97.72,Yes
1085-LDWAM,Female,0,Yes,Yes,69,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,Yes,Credit card (automatic),20.35,1442.65,5,No,23.47,0,Phone customers,1619.43,3062.08,No
1086-LXKFY,Female,0,Yes,Yes,1,Phone Service,No,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Yes,Mailed check,69.1,69.1,1,Offer E,16.55,19,Yes,16.55,85.65,Yes
1087-GRUYI,Male,0,Yes,No,38,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,No,Bank transfer (automatic),20.4,743.5,8,Offer C,6.97,0,Phone customers,264.86,1008.36,No
1087-UDSIH,Female,0,No,No,3,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-Month,Yes,Mailed check,19.6,59.75,0,Offer E,13.28,0,Phone customers,39.84,99.59,Yes
1088-AUUZZ,Male,0,Yes,Yes,56,Phone Service,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two Year,Yes,Credit card (automatic),75.85,4261.2,6,Offer B,37.58,26,Yes,2104.48,6365.68,No
1088-CNNKB,Male,0,Yes,No,63,Phone Service,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One Year,No,Credit card (automatic),80,5040.2,9,No,34.02,18,Yes,2143.26,7183.46,No
1089-HDMKP,Male,1,No,Yes,11,Phone Service,No,Cable,No,Yes,No,Yes,No,No,Two Year,Yes,Electronic check,54.55,601.25,0,No,11.86,23,Yes,130.46,731.71,No
1089-XZWHH,Female,0,Yes,Yes,24,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,Yes,Mailed check,19.7,494.05,5,No,46.3,0,Phone customers,1111.2,1605.25,No
1090-ESELR,Male,0,Yes,Yes,72,Phone Service,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank transfer (automatic),105.5,7611.55,8,Offer A,27.25,19,Yes,1962,9573.55,No
1090-PYKCI,Female,0,Yes,Yes,69,Phone Service,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Credit card (automatic),105.1,7234.8,1,Offer A,23.02,48,No,1588.38,8933.18,No
1091-SOZGA,Female,0,Yes,Yes,56,Phone Service,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,One Year,Yes,Credit card (automatic),99.8,5515.45,1,No,42.37,71,Yes,2372.72,7888.17,No
1092-GANHU,Male,0,No,No,17,Phone Service,No,Fiber Optic,No,No,Yes,No,No,No,Month-to-Month,Yes,Electronic check,76.65,1313.55,0,No,30.61,7,Yes,520.37,1833.92,Yes
1092-WPIVQ,Female,0,Yes,Yes,18,Phone Service,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,No,Mailed check,25.1,428.45,2,Offer D,39.56,0,Phone customers,712.08,1125.96,No
1093-YSWCA,Male,0,No,No,11,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,No,Credit card (automatic),19.55,223.15,0,Offer D,17.12,0,Phone customers,188.32,385.15,No
1094-BKOSX,Female,0,Yes,Yes,45,Internet Service,No phone service,Cable,No,Yes,Yes,Yes,No,Yes,One Year,No,Bank transfer (automatic),51,2264.5,10,No,0,19,Yes,0,2264.5,No
1095-JUDTC,Female,1,No,No,47,Phone Service,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Electronic check,95.05,4504.55,0,No,14.22,11,Yes,668.34,5172.89,Yes
1095-WGNGG,Female,0,Yes,No,61,Phone Service,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Two Year,Yes,Bank transfer (automatic),101.05,5971.25,2,No,17.49,21,Yes,1066.89,7038.14,No
1096-ADRUX,Female,0,Yes,Yes,66,Phone Service,Yes,Fiber Optic,No,No,No,No,No,No,One Year,Yes,Bank transfer (automatic),74.25,4859.25,1,No,37.84,17,Yes,2497.44,7356.69,No
1097-FSPVW,Female,0,No,No,42,Phone Service,No,DSL,Yes,No,Yes,No,No,No,Month-to-Month,No,Credit card (automatic),54.55,2455.05,0,Offer B,32.16,8,Yes,1350.72,3805.77,No
1098-KFQEC,Female,0,Yes,Yes,55,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,No,Credit card (automatic),19.4,1083,8,No,27.75,0,Phone customers,1526.25,2609.25,No
1098-TDVUQ,Female,0,No,No,1,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-Month,Yes,Bank transfer (automatic),19.25,19.25,0,Offer E,9.44,0,Phone customers,9.44,28.69,No
1099-BTKWT,Female,0,Yes,No,68,Internet Service,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One Year,Yes,Electronic check,54.4,3723.65,8,Offer A,0,11,Yes,0,3698.03,No
1099-GODLO,Female,0,Yes,Yes,1,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,No,Mailed check,20.35,20.35,9,No,30.09,0,Phone customers,30.09,50.44,No
1100-DDVRV,Male,0,Yes,No,17,Internet Service,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Mailed check,49.8,836.35,1,No,0,52,Yes,0,836.35,No
1101-SSWAG,Female,0,Yes,No,15,Phone Service,Yes,DSL,No,No,No,No,No,No,Month-to-Month,Yes,Electronic check,51.1,711.15,1,No,31.13,5,Yes,466.95,1178.1,No
1104-FEJAM,Male,0,Yes,Yes,28,Phone Service,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-Month,No,Electronic check,64.4,1802.15,2,No,9.31,19,Yes,260.68,2062.83,No
1104-TNLZA,Male,1,Yes,No,28,Phone Service,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Electronic check,105.8,2998,8,Offer C,24.35,15,Yes,681.8,3679.8,No
1106-HRLKZ,Male,0,Yes,Yes,40,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,No,Mailed check,19.6,808.95,9,Offer B,22.96,0,Phone customers,918.4,1727.35,No
1110-KYLGQ,Female,0,No,No,63,Phone Service,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,No,Credit card (automatic),108.25,6780.1,0,No,5.17,16,Yes,325.71,7105.81,No
1112-CUNAO,Female,1,No,No,15,Phone Service,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Month-to-Month,No,Electronic check,89.85,1424.95,0,Offer D,4.28,6,Yes,64.2,1489.15,Yes
1113-IUJYX,Female,0,Yes,No,14,Phone Service,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Mailed check,105.95,1348.9,3,No,5.63,23,Yes,78.82,1427.72,Yes
1114-CENIM,Male,0,No,Yes,54,Phone Service,Yes,Cable,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit card (automatic),55,3092.65,0,No,6.7,16,Yes,361.8,3454.45,Yes
1116-DXXDF,Male,0,No,No,39,Phone Service,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Two Year,Yes,Electronic check,100.45,3801.7,0,No,37.94,19,Yes,1479.66,5281.36,No
1116-FRYVH,Female,0,Yes,Yes,48,Internet Service,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two Year,No,Mailed check,39.4,1978.65,5,No,0,52,No,0,2108.65,No
1120-BMWUB,Female,0,No,No,16,Phone Service,No,DSL,No,Yes,No,Yes,No,No,Month-to-Month,Yes,Mailed check,53.9,834.15,0,Offer D,6.86,8,No,109.76,983.91,Yes
1121-QSIVB,Female,0,No,Yes,44,Phone Service,Yes,DSL,No,Yes,No,No,Yes,Yes,One Year,Yes,Mailed check,77.55,3471.1,0,Offer B,5.07,26,Yes,223.08,3694.18,No
1122-JWTJW,Male,0,Yes,Yes,1,Phone Service,No,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Yes,Mailed check,70.65,70.65,1,No,37.68,26,Yes,37.68,108.33,Yes
1122-YJBCS,Male,0,Yes,No,69,Phone Service,No,DSL,Yes,Yes,No,No,No,No,One Year,Yes,Credit card (automatic),53.65,3804.4,7,Offer A,14.18,16,Yes,978.42,4782.82,No
1125-SNVCK,Female,1,No,No,49,Phone Service,No,DSL,No,No,No,No,No,No,Two Year,No,Mailed check,43.8,2106.05,0,No,35.65,3,Yes,1746.85,3832.45,No
1131-ALZWV,Female,0,No,No,24,Phone Service,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,No,Bank transfer (automatic),24.6,605.25,0,Offer C,42.66,0,Phone customers,1023.84,1629.09,No
1131-QQZEB,Male,1,Yes,No,71,Phone Service,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,No,Bank transfer (automatic),23.95,1756.2,7,Offer A,30.72,0,Phone customers,2181.12,3937.32,No
1131-SUEKT,Male,0,Yes,Yes,61,Phone Service,No,Fiber Optic,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank transfer (automatic),98.45,6145.2,4,Offer B,41.57,21,Yes,2535.77,8680.97,No
1133-KXCGE,Female,0,No,No,18,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,No,Mailed check,20.1,407.05,0,Offer D,18.8,0,Phone customers,338.4,745.45,No
1134-YWTYF,Male,0,Yes,No,27,Phone Service,No,DSL,No,Yes,No,Yes,No,No,Month-to-Month,Yes,Electronic check,53.8,1389.85,1,Offer C,41.48,15,Yes,1119.96,2509.81,No
1135-HIORI,Female,0,Yes,Yes,64,Phone Service,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Electronic check,111.45,7266.95,3,Offer B,39.37,53,Yes,2519.68,9786.63,No
1135-LMECX,Female,0,No,No,1,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-Month,No,Mailed check,19.85,19.85,0,No,16.47,0,Phone customers,16.47,36.32,No
1136-XGEQU,Female,0,Yes,Yes,50,Phone Service,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit card (automatic),84.15,4164.4,9,Offer B,46.49,11,Yes,2324.5,6488.9,No
1137-DGOWI,Female,0,Yes,No,30,Phone Service,No,DSL,No,Yes,Yes,Yes,No,Yes,One Year,No,Bank transfer (automatic),70.25,2198.9,7,No,17.33,13,Yes,519.9,2718.8,No
1139-WUOAH,Male,0,No,No,57,Internet Service,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two Year,No,Credit card (automatic),53.35,3090.05,0,No,0,28,No,0,3190.05,No
1140-UKVZG,Female,0,No,No,17,Phone Service,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-Month,No,Mailed check,24.8,475.25,0,Offer D,9.84,0,Phone customers,167.28,605.47,No
1142-IHLOO,Female,0,No,No,51,Phone Service,No,Fiber Optic,No,No,No,No,Yes,Yes,One Year,No,Credit card (automatic),87.55,4475.9,0,Offer B,14.37,7,Yes,732.87,5208.77,No
1142-WACZW,Male,0,No,No,2,Internet Service,No phone service,Cable,No,No,No,Yes,No,No,Month-to-Month,No,Bank transfer (automatic),29.85,75.6,0,No,0,11,Yes,0,75.6,Yes
1143-NMNQJ,Female,0,No,No,2,Phone Service,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Electronic check,85.7,169.8,0,No,14.07,6,Yes,28.14,197.94,Yes
1150-FTQGN,Female,0,Yes,Yes,60,Phone Service,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,One Year,No,Bank transfer (automatic),94.15,5811.8,1,Offer B,48.04,76,Yes,2882.4,8694.2,No
1150-WFARN,Female,0,Yes,Yes,67,Phone Service,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit card (automatic),108.75,7156.2,1,No,32.15,28,Yes,2154.05,9310.25,Yes
1153-GNOLC,Male,0,No,No,33,Internet Service,No phone service,DSL,No,Yes,No,No,Yes,No,One Year,Yes,Electronic check,39.1,1309,0,No,0,30,Yes,0,1309,No
1154-HYWWO,Male,0,No,No,38,Phone Service,No,DSL,Yes,Yes,No,Yes,Yes,No,One Year,No,Mailed check,70.6,2708.2,0,Offer C,42.24,22,Yes,1605.12,4313.32,No
1156-ZFYDO,Female,0,No,No,1,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-Month,No,Electronic check,19.75,19.75,0,No,37.62,0,Phone customers,37.62,57.37,No
1157-BQCUW,Male,0,No,No,1,Phone Service,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Yes,Electronic check,74.95,74.95,0,Offer E,30.07,26,Yes,30.07,105.02,Yes
1159-WFSGR,Female,0,Yes,Yes,16,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-Month,No,Electronic check,20.4,321.4,3,Offer D,45.54,0,Phone customers,728.64,1050.04,No
1162-ECVII,Male,1,Yes,No,72,Phone Service,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank transfer (automatic),109.75,7932.5,1,Offer A,18.74,14,No,1349.28,9421.78,No
1163-ONYEY,Male,0,Yes,Yes,41,Phone Service,Yes,Cable,Yes,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Credit card (automatic),74.55,3023.55,4,Offer B,28.55,20,Yes,1170.55,4194.1,No
1163-VIPRI,Female,0,Yes,Yes,65,Phone Service,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Electronic check,109.3,7337.55,4,Offer B,13.25,47,Yes,861.25,8198.8,No
1166-PQLGG,Female,0,Yes,Yes,72,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,No,Bank transfer (automatic),19.55,1463.45,6,No,17.33,0,Phone customers,1247.76,2711.21,No
1167-OYZJF,Female,1,Yes,No,67,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,Yes,Bank transfer (automatic),20.05,1263.05,7,No,49.94,0,Phone customers,3345.98,4565.37,No
1169-SAOCL,Male,0,No,No,49,Phone Service,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank transfer (automatic),106.65,5168.1,0,No,22.52,25,No,1103.48,6401.58,No
1169-WCVAK,Male,0,Yes,No,19,Phone Service,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Month-to-Month,Yes,Credit card (automatic),88.8,1672.35,1,Offer D,34.05,20,Yes,646.95,2319.3,No
1170-SASML,Female,0,Yes,No,69,Phone Service,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Bank transfer (automatic),85.4,5869.4,6,Offer A,34.49,29,Yes,2379.81,8249.21,No
1171-TYKUR,Male,0,Yes,No,47,Phone Service,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-Month,No,Electronic check,25.4,1139.2,1,No,10.07,0,Phone customers,473.29,1612.49,No
1172-VIYBP,Male,0,Yes,Yes,53,Phone Service,Yes,DSL,Yes,Yes,No,No,No,Yes,Two Year,No,Bank transfer (automatic),69.7,3686.05,9,No,27.93,57,Yes,1480.29,5166.34,No
1173-NOEYG,Female,0,Yes,No,27,Phone Service,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank transfer (automatic),90.15,2423.4,1,No,18.74,59,Yes,505.98,2929.38,No
1173-XZPYF,Female,0,No,No,11,Phone Service,Yes,Fiber Optic,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Electronic check,89.2,990.3,0,Offer D,10.95,29,Yes,120.45,1110.75,No
1174-FGIFN,Female,0,Yes,Yes,28,Phone Service,Yes,Fiber Optic,No,No,No,Yes,No,Yes,One Year,Yes,Electronic check,90.45,2509.25,7,Offer C,26.28,19,Yes,735.84,3245.09,No
1177-XZBJL,Male,0,Yes,Yes,53,Phone Service,Yes,DSL,Yes,Yes,No,Yes,No,No,One Year,No,Bank transfer (automatic),64.15,3491.55,1,Offer B,37.57,15,Yes,1991.21,5482.76,No
1178-PZGAB,Female,0,No,No,19,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,No,Credit card (automatic),20.25,383.65,0,No,18.57,0,Phone customers,352.83,736.48,No
1179-INLAT,Male,0,No,No,3,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,Yes,Mailed check,19.45,69.25,0,No,2.78,0,Phone customers,8.34,77.59,No
1183-CANVH,Female,0,Yes,No,23,Phone Service,No,DSL,No,No,No,Yes,Yes,No,One Year,No,Bank transfer (automatic),60,1347.15,5,Offer D,1.39,18,Yes,31.97,1379.12,No
1184-PJVDB,Male,0,Yes,No,10,Phone Service,No,Fiber Optic,No,No,No,No,Yes,No,Month-to-Month,Yes,Electronic check,79.95,857.2,1,No,11.3,4,Yes,113,970.2,Yes
1187-WILMM,Male,0,Yes,Yes,63,Phone Service,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit card (automatic),89.4,5597.65,6,No,44.55,29,Yes,2806.65,8404.3,No
1193-RTSLK,Female,0,No,No,38,Phone Service,No,Fiber Optic,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit card (automatic),83.9,3233.6,0,No,36.18,48,Yes,1374.84,4608.44,Yes
1194-BHJYC,Male,0,Yes,No,61,Internet Service,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed check,62.15,3778.85,1,Offer B,0,59,Yes,0,3778.85,No
1194-HVAIF,Female,0,Yes,No,27,Phone Service,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit card (automatic),95,2462.55,1,Offer C,18.42,26,Yes,497.34,2959.89,No
1194-SPVSP,Male,0,No,No,1,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-Month,No,Bank transfer (automatic),19.65,19.65,0,No,27.88,0,Phone customers,27.88,47.53,No
1195-OIYEJ,Male,0,No,No,13,Phone Service,No,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Electronic check,91.1,1135.7,0,Offer D,5.43,26,No,70.59,1286.29,Yes
1196-AMORA,Male,0,No,No,7,Phone Service,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,No,Electronic check,73.6,520,0,No,38.07,28,Yes,266.49,786.49,Yes
1197-BVMVG,Female,1,No,No,4,Phone Service,Yes,Fiber Optic,No,No,No,No,No,No,Two Year,Yes,Electronic check,74.45,294.45,0,No,4.29,7,Yes,17.16,311.61,No
1200-TUZHR,Female,1,No,No,8,Phone Service,Yes,Fiber Optic,No,No,No,No,No,Yes,Two Year,No,Electronic check,85.2,695.75,0,Offer E,44.63,29,Yes,357.04,1052.79,No
1202-KKGFU,Female,0,Yes,No,12,Phone Service,No,DSL,Yes,No,No,Yes,No,No,Month-to-Month,No,Bank transfer (automatic),54.2,690.5,4,Offer D,23.99,51,Yes,287.88,978.38,No
1205-WNWPJ,Female,0,No,No,7,Phone Service,No,DSL,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Mailed check,59.5,415.95,0,Offer E,2.24,22,Yes,15.68,431.63,Yes
1206-EHBDD,Female,0,Yes,No,56,Phone Service,No,Fiber Optic,Yes,No,Yes,No,No,No,Two Year,No,Bank transfer (automatic),80.3,4513.65,9,Offer B,4.24,15,Yes,237.44,4751.09,No
1207-BLKSA,Female,0,Yes,Yes,52,Phone Service,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,No,Mailed check,23.05,1255.1,1,No,19.21,0,Phone customers,998.92,2254.02,No
1208-DNHLN,Male,0,Yes,Yes,23,Phone Service,Yes,DSL,No,No,No,No,No,No,One Year,Yes,Credit card (automatic),48.35,1067.15,1,No,5.8,12,Yes,133.4,1200.55,Yes
1208-NBVFH,Male,0,Yes,Yes,20,Phone Service,No,Cable,No,No,Yes,No,No,No,Month-to-Month,Yes,Electronic check,49.6,939.8,5,No,13.18,10,Yes,263.6,1203.4,No
1209-VFFOC,Male,0,Yes,Yes,68,Internet Service,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Mailed check,56.4,3948.45,10,Offer A,0,19,Yes,0,3948.45,No
1212-GLHMD,Male,0,No,No,3,Phone Service,No,Fiber Optic,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed check,86.05,244.85,0,Offer E,18.26,29,Yes,54.78,299.63,No
1213-NGCUN,Female,0,No,No,6,Phone Service,No,DSL,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank transfer (automatic),49.65,267.35,0,Offer E,48.89,22,Yes,293.34,560.69,Yes
1215-EXRMO,Male,0,Yes,No,50,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,No,Mailed check,20.55,1067.65,4,No,46.91,0,Phone customers,2345.5,3413.15,No
1215-FIGMP,Male,0,No,No,60,Phone Service,Yes,Fiber Optic,No,Yes,No,No,Yes,No,Month-to-Month,Yes,Bank transfer (automatic),89.9,5450.7,0,Offer B,42.88,52,Yes,2572.8,8023.5,No
1215-VFYVK,Female,0,No,No,4,Internet Service,No phone service,Cable,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Mailed check,48.25,202.25,0,Offer E,0,30,No,0,212.25,No
1216-BGTSP,Male,0,No,No,45,Phone Service,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit card (automatic),108.45,4964.7,0,No,5.97,73,Yes,268.65,5233.35,No
1216-JWVUX,Male,0,Yes,Yes,25,Phone Service,No,Fiber Optic,No,Yes,No,No,No,No,Month-to-Month,Yes,Electronic check,75.5,1901.05,4,No,4.46,58,Yes,111.5,2012.55,No
1217-VASWC,Male,1,Yes,No,43,Phone Service,No,Fiber Optic,No,Yes,Yes,No,Yes,Yes,One Year,Yes,Bank transfer (automatic),100.55,4304,10,Offer B,37.09,8,Yes,1594.87,5898.87,No
1218-VKFPE,Female,0,Yes,Yes,12,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-Month,No,Mailed check,19,233.55,1,Offer D,19.48,0,Phone customers,233.76,467.31,Yes
1219-NNDDO,Female,0,No,No,9,Phone Service,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Yes,Electronic check,76.85,663.55,0,Offer E,42.41,8,Yes,381.69,1045.24,No
1221-GHZEP,Female,0,No,No,62,Phone Service,No,DSL,Yes,No,No,Yes,No,Yes,Two Year,Yes,Mailed check,65.1,3846.75,0,No,23.18,18,Yes,1437.16,5283.91,No
1222-KJNZD,Male,0,Yes,Yes,40,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-Month,Yes,Bank transfer (automatic),20.4,745.3,2,Offer B,1.89,0,Phone customers,75.6,820.9,No
1222-LRYKO,Male,0,No,Yes,6,Phone Service,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-Month,No,Mailed check,26.35,184.05,0,Offer E,38.28,0,Phone customers,229.68,413.73,No
